image_id,dog_visible,face_clear,no_duplicate_face_parts,no_extra_legs,one_dog,no_mirror,no_multi_panel,pastel_style,no_realistic_rendering,human_prompt_consistency,human_face_clear,prompt_reflected,brightness_ok,sharpness_ok,pastel_color_ok,time_palette_ok,place_context_ok,no_text,total_score,raw_level,caps_applied,final_level,clip_dog_score,clip_face_score,clip_pastel_score,clip_activity_score,clip_place_score,yolo_dog_count,reason_face_clear,reason_one_dog,reason_prompt_reflected,reason_time_palette_ok,reason_no_mirror,reason_no_extra_legs,reason_pastel_style,reason_human_prompt_consistency,reason_no_duplicate_face_parts,reason_no_realistic_rendering,reason_human_face_clear,reason_place_context_ok,in_tokens,out_tokens
20260420_104049_3d8f38,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,,,0.0,1,0,1,1.0,0.0,1,13,L3,"""prompt_reflected->L3""",L3,0.065,0.0102,0.0574,0.059,,1,강아지의 얼굴이 선명하고 왜곡 없이 잘 표현됨.,이미지에 강아지가 정확히 1마리 나타남.,프롬프트인 생일 케이크가 핵심적으로 반영되지 않음.,이미지의 팔레트가 낮 시간대와 어울림.,반사된 이미지나 거울 이미지가 존재하지 않음.,강아지의 다리 수가 자연스럽고 추가적으로 생성되지 않음.,한국-일본식 파스텔 그림책 스타일로 표현됨.,사람이 등장하나 프롬프트와 관련 없음 판단 불가.,"눈, 코, 귀가 중복 생성되지 않음.",사실적인 렌더링 요소가 없음.,"사람이 정확히 인식되지 않으며, 얼굴이 흐릿함.","프롬프트의 장소와 배경이 일치하지 않음, 케이크 없음.",1713,407
20260420_104115_1b77be,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1,1,1,1.0,1.0,1,18,L5,"""""",L5,0.0259,0.0121,0.1202,-0.0037,,0,강아지 얼굴이 부드럽고 선명하게 표현됨.,강아지가 정확히 한 마리 있음.,강아지가 할머니 무릎에서 잠든 장면이 잘 반영됨.,따뜻한 색조로 낮과 어울리는 팔레트 사용됨.,반사나 거울 이미지가 없음.,다리가 추가로 생성되지 않았음.,한국-일본식 파스텔 그림책 스타일이 적절함.,사람의 표현이 프롬프트와 충돌하지 않음.,"눈, 코, 귀가 중복되지 않음.",사실적인 렌더링 없이 부드럽게 표현됨.,사람 얼굴이 선명하게 표현됨.,배경이 실내 장면에 맞게 적절히 그려짐.,1717,394
20260420_104143_6a9d5e,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,0.0,1.0,0.0,1,1,1,1.0,1.0,1,16,L4,"""prompt_reflected->L3""",L3,0.031,0.0134,0.0954,0.0207,,0,강아지 얼굴이 뚜렷하고 자연스럽게 그려져 있다.,이미지 내 강아지가 정확히 한 마리 있다.,프롬프트에서 언급한 비옷이나 비와 관련된 요소가 없다.,저녁 분위기의 팔레트가 잘 사용되었다.,반사나 거울 이미지가 보이지 않는다.,다리의 개수가 자연스럽게 잘 표현되어 있다.,한국-일본식 파스텔 그림책 스타일로 잘 표현되어 있다.,프롬프트에 인간의 언급이 없지만 이미지에 사람이 포함되어 있다.,"눈, 코, 귀가 중복 없이 정확하게 그려져 있다.",사실적 렌더링 없이 일러스트 스타일을 유지하고 있다.,사람의 얼굴이 명확하고 식별 가능하게 표현되었다.,실내 풍경이 자연스럽게 표현되어 있다.,1714,414
20260420_104212_1d4bf0,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1,0,1,1.0,1.0,1,17,L5,"""""",L5,0.0386,0.0052,0.0846,,,0,강아지의 얼굴이 선명하게 잘 표현되었다.,이미지에 강아지가 정확히 한 마리만 존재한다.,텃밭에서의 탐험 장면이 잘 반영되었다.,낮의 분위기에 맞는 밝은 팔레트이다.,반사나 거울 이미지는 없다.,다리가 추가 생성되지 않고 정확한 개수가 표현되었다.,파스텔 그림책 스타일로 잘 표현되었다.,사람이 프롬프트와 일치하게 표현되어 있다.,"눈, 코, 귀가 중복 생성되지 않았다.",사실적 렌더링이 없이 삽화 스타일이다.,사람의 얼굴이 인식 가능하게 표현되었다.,텃밭 배경이 프롬프트와 일치한다.,1713,394
20260420_104239_43f6af,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,0.0,1.0,1,0,1,1.0,1.0,1,16,L4,"""""",L4,0.0407,-0.0016,0.038,,0.0681,1,강아지 얼굴이 선명하고 왜곡 없이 그려졌다.,이미지 내에 강아지가 정확히 한 마리 있다.,프롬프트의 핵심 요소인 바다에서 노는 장면이 반영되었다.,팔레트가 낮의 분위기와 일치한다.,반사나 거울 이미지가 없다.,다리가 추가로 생성되지 않고 자연스럽다.,한국-일본식 파스텔 그림책 스타일로 그려졌다.,"사람이 등장하지만, 프롬프트와 충돌하지 않는다.","눈, 코, 귀가 중복 생성되지 않았다.",사실적 렌더링이 혼입되지 않았다.,사람의 얼굴이 흐리게 표현되어 이목구비가 불분명하다.,"배경이 해변으로 설정되어 있으며, 적절한 소품도 있다.",1711,407
20260420_104303_a777b2,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1,1,1,1.0,1.0,1,18,L5,"""""",L5,0.0357,0.0056,0.0905,0.049,,0,강아지의 얼굴이 왜곡 없이 선명하게 표현되었다.,이미지 내 강아지는 정확히 한 마리이다.,피아노 소리와 꿈나라로 가는 느낌이 잘 반영되었다.,저녁 시간대의 따뜻한 팔레트와 잘 어울린다.,반사나 거울 이미지가 없다.,다리가 추가 생성되지 않았다.,한국-일본식 파스텔 그림책 스타일로 표현되었다.,사람 표현이 프롬프트와 충돌하지 않는다.,"눈, 코, 귀가 중복되지 않았다.",사실적 렌더링이 포함되지 않았다.,사람 얼굴이 식별 가능하게 표현되었다.,배경이 침실로 적절하게 표현되었다.,1714,388
20260420_104328_dff97c,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1,0,1,1.0,1.0,0,16,L4,"""no_text->L3""",L3,0.0503,0.0188,0.0662,0.0206,,1,강아지 얼굴이 선명하게 표현되었습니다.,이미지 내에 강아지가 한 마리입니다.,프롬프트의 핵심 장면과 요소가 반영되었습니다.,이미지 팔레트가 적절한 낮의 분위기를 나타냅니다.,반사/거울 이미지가 없습니다.,다리 개수가 정상적입니다.,한국-일본식 파스텔 그림책 스타일입니다.,사람 표현이 프롬프트와 충돌하지 않습니다.,"눈, 코, 귀가 중복되지 않았습니다.",사실적 렌더링이 없습니다.,사람 얼굴이 식별 가능하게 표현되었습니다.,프롬프트의 장소와 배경이 적절히 일치합니다.,1713,415
20260420_104355_76d480,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1,1,1,1.0,1.0,1,18,L5,"""""",L5,0.036,0.0195,0.1257,,,0,강아지의 얼굴이 선명하고 이목구비가 명확하다.,이미지에 강아지가 정확히 1마리 존재한다.,프롬프트의 장면에서 아이들이 잔디밭에서 강아지와 노는 모습이 잘 반영되었다.,낮 시간대에 맞는 밝은 색 조합을 사용하고 있다.,반사나 거울 이미지가 없다.,강아지의 다리 수가 정상적이고 위치가 자연스럽다.,한국식 파스텔 그림책 스타일로 표현되었다.,프롬프트에 명시된 아이들이 함께 표현되었다.,"눈, 코, 귀가 중복되거나 어색하지 않다.",사실적이거나 사진 같은 렌더링이 없다.,아이들의 얼굴이 흐리거나 불분명하지 않다.,배경이 잔디밭으로 설정되어 프롬프트와 일치한다.,1715,426
20260420_104427_c30172,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1,0,1,1.0,1.0,1,17,L5,"""""",L5,0.0339,0.0088,0.0802,,0.026,0,강아지 얼굴이 선명하고 이목구비가 뚜렷하게 표현되어 있다.,이미지에 강아지가 하나만 존재한다.,프롬프트의 가을 숲길 탐험 장면이 잘 반영되어 있다.,가을색 팔레트가 사용되어 시간대와 잘 맞는다.,반사나 거울 이미지가 없다.,강아지의 다리가 네 개로 정상적으로 그려져 있다.,한국식 파스텔 그림책 스타일로 표현되어 있다.,"사람이 배경에 나타나며, 프롬프트와 충돌하지 않다.","눈, 코, 귀가 중복 생성되지 않고 정상적인 위치에 있다.",사실적 렌더링 없이 일러스트 스타일로 그려져 있다.,사람의 얼굴이 식별 가능하게 그려져 있다.,배경에 가을 숲길이 잘 표현되어 있다.,1715,421
20260420_104458_5f3c9e,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1,1,1,1.0,1.0,1,18,L5,"""""",L5,0.0357,0.0102,0.0931,0.0484,-0.0083,0,강아지 얼굴이 선명하고 이목구비가 명확하게 표현됨.,이미지 내 강아지는 정확히 한 마리임.,'밤 산책'이라는 프롬프트가 제대로 반영됨.,밤의 느낌을 주는 색상 팔레트가 적절히 사용됨.,반사나 거울 이미지가 없음.,강아지의 다리가 네 개인 것이 자연스럽게 표현됨.,한국식 파스텔 그림책 스타일이 잘 유지됨.,사람의 존재가 프롬프트와 충돌하지 않음.,"강아지의 눈, 코, 귀가 중복 없이 정상적으로 표현됨.",사실적 렌더링 요소 없이 일러스트 스타일이 잘 반영됨.,사람 얼굴이 명확하게 식별 가능함.,배경의 밤 분위기와 장소 표현이 잘 일치함.,1712,447
20260420_110705_a024eb,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1,1,1,1.0,1.0,1,18,L5,"""""",L5,0.0376,0.0275,0.1129,,,0,강아지의 얼굴이 명확하고 선명하게 그려졌다.,이미지 속 강아지가 한 마리뿐이다.,식빵과 장난감 빵의 교환 상황이 잘 그려져 있다.,낮 시간대에 적합한 밝은 팔레트가 사용되었다.,반사나 거울 이미지는 없다.,다리 수와 위치가 자연스럽다.,한국-일본식 파스텔 그림책 스타일로 표현되었다.,사람 표현이 프롬프트와 충돌하지 않는다.,"눈, 코, 귀가 중복되지 않고 자연스럽게 표현되었다.",사실적 렌더링은 전혀 섞여 있지 않다.,사람의 얼굴이 명확하게 식별 가능하다.,배경이 주방 환경임을 잘 보여준다.,1718,403
20260420_110808_a5009c,1,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,0.0,1.0,0.0,1,1,1,1.0,1.0,1,15,L4,"""prompt_reflected->L3""",L3,0.0483,0.0232,0.1321,0.0069,,0,강아지의 얼굴이 선명하고 이목구비 표현이 명확함.,이미지 내 강아지가 한 마리만 있음.,거울의 요소가 반영되지 않음.,시간과 관련된 팔레트 정보가 없어 완벽하게 문제 없음.,프롬프트와 반대로 거울이 묘사되지 않음.,강아지의 다리 수가 정확히 표현됨.,한국식 파스텔 그림책 스타일이 잘 나타남.,프롬프트에 명시된 '거울 속 친구'와 충돌하는 사람 표현이 있음.,강아지의 얼굴에 중복된 부분이 없음.,사실적 렌더링이 전혀 없음.,사람의 얼굴이 뚜렷하게 잘 표현되었음.,장소 및 배경이 실내로 일관되어 적절함.,1712,399
20260420_110848_284bac,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1,1,1,1.0,1.0,1,18,L5,"""""",L5,0.0406,0.0129,0.1037,0.0065,,0,강아지의 얼굴이 선명하게 잘 표현되어 있다.,이미지에 강아지가 정확히 한 마리 있다.,핵심 장면인 강아지가 햇살 속에 있는 모습이 잘 반영되었다.,낮 시간대가 햇살과 어울리는 색상으로 표현되었다.,반사되거나 거울 이미지가 없다.,다리가 4개로 정상적으로 표현되었다.,한국-일본식 파스텔 그림책 스타일로 표현되었다.,사람의 표현이 프롬프트와 충돌하지 않는다.,"눈, 코, 귀가 정상적으로 한 쌍 씩 표현되었다.",사실적인 렌더링 없이 일러스트 스타일이다.,사람 얼굴이 식별 가능하게 잘 표현되었다.,실내에서 햇살이 들어오는 상황이 잘 표현되었다.,1714,411
20260420_110932_766f47,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1,1,1,1.0,1.0,1,18,L5,"""""",L5,0.0343,0.0118,0.1299,0.0528,0.0112,0,강아지의 얼굴이 선명하게 표현되어 있다.,이미지 내에 강아지가 한 마리만 그려져 있다.,벚꽃과 함께한 산책이라는 장면이 잘 반영되었다.,부드러운 낮 팔레트가 사용되었다.,반사나 거울 이미지가 보이지 않는다.,다리가 정상적으로 네 개만 표현되어 있다.,한국-일본식 파스텔 그림책 스타일로 표현되었다.,사람들이 프롬프트와 충돌하지 않는다.,"눈, 코, 귀가 중복 없이 자연스럽게 그려졌다.",사실적 렌더링 없이 일러스트 스타일로 그려졌다.,사람들의 얼굴이 선명하고 식별 가능하다.,배경에 벚꽃이 피어 있는 산책로가 그려져 있다.,1712,403
20260420_111013_249754,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1,1,1,1.0,1.0,1,18,L5,"""""",L5,0.0559,0.0149,0.0937,,,0,강아지 얼굴이 선명하게 표현되어 있습니다.,화면에 강아지가 한 마리만 있습니다.,상자와 강아지의 대결 장면이 잘 반영되었습니다.,이미지의 색상 팔레트가 낮과 일치합니다.,반사나 거울 이미지가 없습니다.,다리가 네 개로 정상적인 수입니다.,한국-일본식 파스텔 그림책 스타일을 충족합니다.,프롬프트와 충돌 없이 사람이 표현되어 있습니다.,"눈, 코, 귀가 정상적으로 하나씩 있습니다.",사실적 렌더링 없이 파스텔 스타일로 그려졌습니다.,사람 얼굴이 명확하게 그려져 있습니다.,상황과 적절한 장소 표현이 이루어졌습니다.,1713,388
20260420_111101_75ca83,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1,1,1,1.0,1.0,1,18,L5,"""""",L5,0.0334,0.0362,0.1227,,,0,강아지의 얼굴이 선명하게 표현되어 있습니다.,이미지에 강아지가 한 마리만 있습니다.,도시락 가방을 탐험하는 상황이 잘 반영되어 있습니다.,햇빛이 비치는 낮 장면으로 잘 표현되어 있습니다.,반사 또는 거울 이미지가 없습니다.,강아지의 다리 개수와 위치가 자연스럽습니다.,한국식 파스텔 그림책 스타일로 표현되었습니다.,사람이 도시락 가방을 탐험하는 모습과일치합니다.,"눈, 코, 귀가 중복되지 않고 정상적으로 그려져 있습니다.",사실적 렌더링 요소가 없습니다.,사람의 얼굴이 식별 가능하게 표현되어 있습니다.,야외에서 도시락을 먹는 피크닉 상황이 적절히 표현되었습니다.,1713,387
20260420_111140_ce07a9,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1,1,1,1.0,1.0,1,18,L5,"""""",L5,0.0579,0.0081,0.101,,,0,강아지의 얼굴이 뚜렷하고 이목구비가 잘 표현됨.,이미지에는 강아지가 한 마리만 있음.,강아지가 쿠션에서 느긋한 모습으로 프롬프트가 잘 반영됨.,낮 시간대에 맞는 밝은 팔레트 사용됨.,반사 또는 거울 이미지는 없음.,다리의 개수가 정상적임.,한국식 파스텔 그림책 스타일이 잘 구현됨.,프롬프트에 사람이 포함되지 않지만 이미지와 충돌하지 않음.,"눈, 코, 귀가 중복되지 않았음.",사실적 렌더링 없이 파스텔 톤으로 표현됨.,사람의 얼굴이 식별 가능하고 선명하게 표현됨.,쿠션 위에서 휴식을 취하는 상황이 잘 표현됨.,1713,405
20260420_111220_5b2f6b,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1,1,1,1.0,1.0,1,18,L5,"""""",L5,0.02,0.0215,0.1279,,0.0537,1,강아지 얼굴이 선명하고 깔끔하게 잘 표현됨.,이미지 내 강아지는 정확히 1마리임.,프롬프트에 언급된 '현수랑 공원에서 신나는 시간'이 잘 표현됨.,저녁 분위기가 적절한 색 팔레트로 표현됨.,반사 또는 거울처럼 보이는 부분이 없음.,강아지의 다리 개수와 위치가 자연스러움.,전체적으로 파스텔 그림책 스타일로 잘 표현됨.,프롬프트에 맞게 사람이 자연스럽게 표현됨.,"눈, 코, 귀가 중복 생성되지 않음.",사실적 렌더링 없이 일러스트 스타일임.,사람의 얼굴이 식별 가능하고 명확함.,공원의 배경이 잘 표현되어 있음.,1713,391
20260420_111346_885189,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,0.0,1.0,1,1,1,1.0,1.0,1,17,L5,"""""",L5,0.0509,0.0205,0.0849,0.0751,,0,강아지의 얼굴이 선명하고 왜곡 없이 잘 표현되어 있습니다.,이미지 내 강아지는 정확히 한 마리입니다.,프롬프트의 핵심 요소인 우비 입은 강아지와 비가 잘 반영되었습니다.,낮의 분위기와 어울리는 밝은 팔레트가 사용되었습니다.,반사/거울 이미지가 없습니다.,강아지의 다리가 자연스럽게 네 개 있습니다.,한국-일본식 파스텔 그림책 스타일로 잘 표현되었습니다.,사람이 프롬프트와 충돌 없이 자연스럽게 표현되어 있습니다.,"눈, 코, 귀가 중복 생성되지 않았습니다.",사실적 렌더링이 혼입되지 않았습니다.,뒷모습으로 얼굴이 명확하게 표현되지 않았습니다.,공원 환경이 배경으로 자연스럽게 표현되었습니다.,1715,412
20260420_111427_cf46bc,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1,1,1,1.0,1.0,1,18,L5,"""""",L5,0.0395,0.0161,0.1021,,,0,강아지 얼굴이 선명하고 왜곡 없이 표현됨.,이미지에 강아지가 정확히 1마리 있음.,과자 소동과 강아지의 행복한 모습이 잘 반영됨.,낮을 연상시키는 밝은 색상의 팔레트가 사용됨.,반사나 거울 이미지가 없음.,강아지 다리가 자연스럽게 4개 표현됨.,한국식 파스텔 그림책 스타일이 잘 표현됨.,프롬프트에 사람이 포함되어 있고 이미지에도 잘 반영됨.,"눈, 코, 귀가 중복 없이 정상적으로 표현됨.",사실적 렌더링 요소가 혼입되지 않음.,사람 얼굴이 식별 가능하게 명확히 표현됨.,실내에서 과자를 먹는 설정이 잘 반영되어 있음.,1713,402
20260420_111514_102711,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1,1,1,1.0,1.0,1,18,L5,"""""",L5,0.0538,0.0119,0.0867,,,0,강아지의 얼굴이 선명하게 표현되었다.,이미지 내 강아지가 정확히 한 마리이다.,프롬프트의 핵심 요소가 잘 반영되었다.,이미지 색상이 프롬프트와 일치한다.,반사 또는 거울 이미지가 없다.,강아지의 다리가 추가 생성되지 않았다.,한국-일본식 파스텔 그림책 스타일이다.,사람의 표현이 프롬프트와 충돌하지 않는다.,"눈, 코, 귀가 중복 생성되지 않았다.",사실적 렌더링이 없다.,사람의 얼굴이 식별 가능하다.,장소와 배경이 프롬프트에 적합하다.,1712,377
20260420_111555_60081d,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,0.0,1.0,1.0,1,1,1,1.0,0.0,1,16,L4,"""""",L4,0.0368,0.0036,0.0519,,,0,강아지의 얼굴이 선명하게 표현되어 있음.,강아지가 정확히 한 마리 있음.,프롬프트의 핵심 요소가 잘 반영됨.,저녁 분위기에 맞는 어두운 팔레트 사용.,반사나 거울 이미지가 없음.,다리가 추가 생성되지 않음.,한국-일본식 파스텔 그림책 스타일이 확실함.,사람이 포함되어 프롬프트와 충돌함.,"눈, 코, 귀가 중복 생성되지 않음.",사실적 렌더링이 혼입되지 않았음.,사람 얼굴이 명확하게 표현됨.,프롬프트에 명시된 스파 느낌이 없음.,1712,366
20260420_111634_10cee1,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1,1,1,1.0,1.0,1,18,L5,"""""",L5,0.0514,0.0095,0.0901,0.0347,,1,강아지 얼굴이 선명하고 잘 표현되어 있다.,강아지가 정확히 1마리 있다.,프롬프트의 핵심 요소가 반영되었다.,시간대와 이미지 팔레트가 일치한다.,반사/거울 이미지가 없다.,다리가 추가 생성되지 않았다.,한국-일본식 파스텔 그림책 스타일로 표현되었다.,사람 표현이 프롬프트와 충돌하지 않는다.,"눈, 코, 귀가 중복 생성되지 않았다.",사실적 렌더링이 혼입되지 않았다.,사람 얼굴이 식별 가능하게 표현되었다.,장소와 배경이 프롬프트와 일치한다.,1710,376
20260420_111735_5d7ddc,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1,1,1,1.0,1.0,1,18,L5,"""""",L5,0.0518,0.0178,0.1029,,,0,강아지의 얼굴이 선명하고 이목구비가 뚜렷하게 표현됨.,이미지에는 강아지가 정확히 한 마리 존재함.,프롬프트의 핵심 요소인 동화책 읽기가 잘 구현됨.,밝은 팔레트로 낮 시간대가 잘 표현됨.,거울 효과나 반사된 이미지가 없음.,다리가 자연스럽게 두 개만 보임.,한국-일본식 파스텔 그림책 스타일로 그려짐.,사람이 동화책을 읽고 있어 프롬프트와 일치함.,"눈, 코, 귀가 중복되지 않음.",사실적 렌더링 요소가 없음.,아이의 얼굴이 명확하고 이목구비가 잘 표현됨.,집안에서의 독서 장면으로 배경이 적절함.,1713,410
20260420_111815_3b69e8,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1,1,1,1.0,1.0,1,18,L5,"""""",L5,0.0309,0.0115,0.1162,0.0641,0.0039,0,강아지의 얼굴이 선명하고 왜곡되지 않았음.,이미지 내에 강아지가 한 마리만 존재함.,노을빛 산책길 요소가 잘 반영됨.,노을빛이 이미지의 팔레트로 잘 표현됨.,반사 또는 거울 이미지가 없음.,다리의 수가 자연스럽고 추가 생성되지 않음.,한국식 파스텔 그림책 스타일로 표현됨.,프롬프트와 사람의 표현이 일치함.,"눈, 코, 귀가 중복되지 않고 자연스럽게 표현됨.",사실적 렌더링 없이 일러스트 스타일이 유지됨.,사람의 얼굴이 식별 가능하게 표현됨.,산책길 배경이 자연스럽고 적절하게 표현됨.,1715,391
20260420_111856_76a7bf,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1,1,1,1.0,1.0,1,18,L5,"""""",L5,0.0442,0.0103,0.0914,,,0,강아지의 얼굴이 선명하게 표현되었다.,이미지 속에 강아지가 한 마리 있다.,강아지가 당근을 먹는 행복한 순간이 잘 표현되었다.,낮의 밝은 팔레트가 일치한다.,반사나 거울 이미지가 없다.,강아지의 다리가 정상적으로 표현되었다.,파스텔 그림책 스타일로 잘 표현되었다.,사람이 프롬프트와 일치하게 등장한다.,"눈, 코, 귀의 중복 생성이 없다.",사실적 렌더링이 혼입되지 않았다.,사람 얼굴이 선명하게 표현되었다.,배경이 주방처럼 정확하게 표현되었다.,1714,378
20260420_111931_6bd11b,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1,1,1,1.0,1.0,1,18,L5,"""""",L5,0.0578,0.0109,0.0753,,,0,강아지 얼굴이 선명하고 왜곡 없음.,이미지에 강아지가 정확히 한 마리임.,프롬프트의 핵심 요소가 잘 반영됨.,낮의 팔레트와 일치함.,반사 이미지가 없음.,다리가 추가 생성되지 않음.,한국식 파스텔 그림책 스타일을 유지함.,프롬프트와 인간의 표현이 충돌하지 않음.,"눈, 코, 귀가 중복되지 않음.",사실적 렌더링이 혼입되지 않음.,사람 얼굴이 식별 가능하고 뚜렷하게 표현됨.,터널과 주변 배경이 잘 묘사됨.,1711,375
20260420_112014_7644dd,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1,1,1,1.0,1.0,1,18,L5,"""""",L5,0.0368,0.0083,0.1183,0.055,,0,강아지 얼굴이 선명하고 이목구비가 분명함.,강아지가 정확히 1마리임.,프롬프트의 핵심 장면이 충실하게 반영됨.,밤 시간대에 맞는 어두운 팔레트가 사용됨.,반사 또는 거울 이미지가 없음.,다리가 자연스럽게 4개로 표현됨.,한국-일본식 파스텔 그림책 스타일로 표현됨.,사람이 등장하며 프롬프트와 충돌하지 않음.,"눈, 코, 귀가 중복 생성되지 않았음.",사실적 렌더링이 혼합되지 않음.,사람의 얼굴이 분명하게 표현됨.,침실에 맞는 배경과 소품이 적절히 배치됨.,1716,397
20260420_112052_4aedfc,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1,1,1,1.0,1.0,1,18,L5,"""""",L5,0.0406,0.0013,0.0743,,,0,강아지 얼굴이 선명하게 잘 표현됨.,이미지에 강아지가 정확히 1마리 있음.,프롬프트의 핵심 요소인 원반 놀이가 잘 반영됨.,낮 시간대에 맞는 밝고 따뜻한 팔레트 사용.,반사 이미지가 없고 자연스럽게 표현됨.,다리의 개수와 위치가 자연스럽게 표현됨.,한국-일본식 파스텔 그림책 스타일로 표현됨.,사람이 프롬프트와 충돌하지 않음.,"눈, 코, 귀가 중복없이 정상적으로 표현됨.",사실적 렌더링 없이 일러스트 스타일로 그려짐.,사람 얼굴이 선명하게 잘 표현됨.,잔디밭에서 원반 놀이 상황이 정확히 표현됨.,1713,403
20260420_112135_0ee387,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,0.0,1.0,1,1,1,1.0,1.0,1,17,L5,"""""",L5,0.0454,0.0121,0.0684,,,1,강아지 얼굴이 선명하게 표현되어 있다.,이미지 내 강아지가 정확히 1마리이다.,핵심 장면인 '발등 위에서 포근한 밤'이 잘 반영되었다.,밤의 분위기에 맞는 어두운 팔레트가 사용되었다.,반사나 거울 이미지가 없다.,다리 수와 위치가 자연스럽다.,한국-일본식 파스텔 그림책 스타일로 그려졌다.,프롬프트와 충돌하지 않고 사람이 표현되었다.,"눈, 코, 귀가 중복 생성되지 않았다.",사실적 렌더링이 혼입되지 않았다.,사람의 얼굴이 보이지 않아 이목구비를 확인할 수 없다.,실내라는 배경이 잘 표현되어 있다.,1714,386
20260421_111619_3d6a19,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1,1,1,1.0,1.0,1,18,L5,"""""",L5,0.0415,0.0112,0.1273,,,0,강아지 얼굴이 선명하게 표현되었습니다.,이미지에 강아지가 정확히 1마리 있습니다.,프롬프트의 핵심 장면과 요소가 잘 반영되었습니다.,낮의 팔레트로 잘 표현되었습니다.,반사나 거울 이미지가 없습니다.,다리가 추가 생성되지 않았습니다.,한국-일본식 파스텔 그림책 스타일로 표현되었습니다.,사람이 프롬프트와 일치하여 표현되었습니다.,"눈, 코, 귀가 정상적으로 표현되었습니다.",사실적 렌더링이 없습니다.,사람 얼굴이 선명하게 표현되었습니다.,프롬프트의 침대라는 장소가 명확히 표현되었습니다.,1717,374
20260421_115118_cb6f22,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,0.0,1.0,0.0,1,1,1,1.0,1.0,1,16,L4,"""prompt_reflected->L3""",L3,0.0379,0.0249,0.1171,,,0,강아지의 얼굴이 선명하고 왜곡 없이 그려져 있음.,이미지 내 강아지가 정확히 1마리임.,프롬프트의 '장난감 빵' 대신 실제 빵이 있음.,낮 시간 팔레트와 잘 일치함.,반사나 거울 이미지가 없음.,다리가 추가 생성되거나 비정상적으로 보이지 않음.,한국-일본식 파스텔 그림책 스타일로 표현됨.,사람이 등장하지만 프롬프트와 관련되지 않음.,"눈, 코, 귀가 중복 생성되지 않음.",사실적 렌더링이 혼입되지 않음.,사람의 얼굴이 식별 가능하게 표현됨.,배경이 명확히 주방임을 나타내며 프롬프트와 일관됨.,1713,394
